retailer,invoice_date,region,state,city,product,price_per_unit,units_sold,revenue,profit,sales_method,profit_margin
Walmart,2021-04-20,South,Arkansas,Little Rock,Women's Street Footwear,15,300,4500,1800,Online,40.0
Walmart,2021-10-21,South,Arkansas,Little Rock,Women's Street Footwear,20,300,6000,2400,Online,40.0
Kohl's,2021-11-20,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,15,300,4500,1575,Online,35.0
Sports Direct,2021-02-04,Southeast,South Carolina,Charleston,Men's Street Footwear,34,263,8942,447,Online,5.0
Kohl's,2021-02-14,South,Oklahoma,Oklahoma City,Women's Street Footwear,15,300,4500,1575,Online,35.0
West Gear,2021-04-11,West,Utah,Salt Lake City,Men's Athletic Footwear,25,325,8125,2844,In-store,35.0
Sports Direct,2021-04-03,Southeast,North Carolina,Charlotte,Men's Street Footwear,27,263,7101,383,Online,5.39
West Gear,2021-04-11,West,Utah,Salt Lake City,Women's Street Footwear,15,325,4875,1706,In-store,34.99
Sports Direct,2021-07-02,Southeast,North Carolina,Charlotte,Women's Apparel,64,263,16832,1060,Online,6.3
Kohl's,2021-04-13,Midwest,Kansas,Wichita,Women's Apparel,30,300,9000,3150,Online,35.0
West Gear,2021-09-12,West,Utah,Salt Lake City,Women's Athletic Footwear,10,325,3250,1300,In-store,40.0
Foot Locker,2020-03-18,Northeast,New York,New York,Women's Street Footwear,45,257,11565,532,Online,4.6
Sports Direct,2020-08-01,South,Texas,Houston,Men's Athletic Footwear,30,263,7890,308,Outlet,3.9
West Gear,2021-09-12,West,Utah,Salt Lake City,Men's Apparel,20,325,6500,2275,In-store,35.0
Walmart,2020-08-21,South,Texas,Houston,Women's Athletic Footwear,26,263,6838,328,Outlet,4.8
Amazon,2021-03-09,Midwest,Ohio,Columbus,Women's Athletic Footwear,25,325,8125,3250,Online,40.0
Foot Locker,2021-10-14,Midwest,Kansas,Wichita,Women's Apparel,30,300,9000,3150,Online,35.0
West Gear,2021-01-13,West,California,San Francisco,Men's Athletic Footwear,49,263,12887,309,Outlet,2.4
Foot Locker,2021-02-18,South,Mississippi,Jackson,Women's Athletic Footwear,25,325,8125,3250,Online,40.0
West Gear,2021-06-03,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,30,300,9000,3150,In-store,35.0
West Gear,2021-01-10,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,25,300,7500,2625,In-store,35.0
West Gear,2021-02-10,Midwest,Indiana,Indianapolis,Women's Apparel,20,300,6000,2400,In-store,40.0
West Gear,2021-01-17,Midwest,Indiana,Indianapolis,Women's Street Footwear,25,300,7500,3000,In-store,40.0
Walmart,2021-03-19,South,Arkansas,Little Rock,Men's Athletic Footwear,20,325,6500,2275,Online,35.0
Walmart,2021-09-19,South,Arkansas,Little Rock,Women's Athletic Footwear,15,325,4875,1950,Online,40.0
West Gear,2021-02-17,Midwest,Indiana,Indianapolis,Women's Street Footwear,30,300,9000,3600,In-store,40.0
Walmart,2021-09-19,South,Arkansas,Little Rock,Men's Apparel,25,325,8125,2844,Online,35.0
West Gear,2021-02-21,South,Arkansas,Little Rock,Women's Street Footwear,15,325,4875,1950,Online,40.0
Kohl's,2021-02-14,Midwest,Kansas,Wichita,Women's Apparel,20,325,6500,2275,Online,35.0
Sports Direct,2021-01-07,Northeast,New Jersey,Newark,Women's Street Footwear,30,300,9000,2700,In-store,30.0
Foot Locker,2020-01-31,Northeast,New York,New York,Men's Street Footwear,45,300,13500,837,Online,6.2
Walmart,2020-05-04,Northeast,New York,New York,Men's Athletic Footwear,51,300,15300,643,Online,4.2
Foot Locker,2020-04-24,Southeast,Florida,Miami,Men's Street Footwear,42,256,10752,624,Online,5.8
Kohl's,2021-10-14,Midwest,Kansas,Wichita,Men's Athletic Footwear,20,325,6500,2275,Online,35.0
West Gear,2020-04-24,Southeast,Florida,Miami,Men's Street Footwear,52,300,15600,874,Online,5.6
West Gear,2021-03-16,Northeast,West Virginia,Charleston,Women's Street Footwear,20,325,6500,2600,In-store,40.0
Walmart,2020-04-27,Northeast,New York,New York,Men's Street Footwear,60,299,17940,1076,Online,6.0
Foot Locker,2021-01-09,Southeast,Georgia,Atlanta,Men's Street Footwear,39,256,9984,579,Online,5.8
Foot Locker,2020-03-16,Northeast,New York,New York,Men's Street Footwear,58,325,18850,1150,Online,6.1
West Gear,2020-09-11,Southeast,Florida,Miami,Men's Street Footwear,60,299,17940,1076,Online,6.0
West Gear,2021-01-07,West,California,San Francisco,Men's Athletic Footwear,50,256,12800,384,Outlet,3.0
Foot Locker,2020-03-31,Northeast,New York,New York,Women's Athletic Footwear,40,324,12960,518,Outlet,4.0
West Gear,2021-02-10,West,California,San Francisco,Women's Apparel,56,256,14336,215,Outlet,1.5
Sports Direct,2020-05-24,Southeast,Florida,Miami,Men's Street Footwear,63,323,20349,1140,Online,5.6
Foot Locker,2020-01-21,Northeast,New York,New York,Women's Street Footwear,32,323,10336,393,Outlet,3.8
Walmart,2020-09-10,South,Texas,Houston,Women's Apparel,42,298,12516,713,Outlet,5.7
West Gear,2021-02-13,West,California,San Francisco,Women's Street Footwear,44,256,11264,372,Outlet,3.3
Walmart,2020-10-28,South,Texas,Houston,Women's Street Footwear,38,298,11324,430,Outlet,3.8
West Gear,2021-02-16,West,California,San Francisco,Women's Apparel,50,256,12800,218,Outlet,1.7
West Gear,2021-07-23,West,Oregon,Portland,Men's Street Footwear,60,298,17880,751,Outlet,4.2
Foot Locker,2020-01-30,Northeast,New York,New York,Women's Apparel,36,323,11628,314,Outlet,2.7
Kohl's,2021-05-13,West,California,Los Angeles,Men's Street Footwear,36,256,9216,433,Outlet,4.7
Walmart,2020-09-01,South,Texas,Houston,Women's Street Footwear,39,297,11583,533,Online,4.6
Walmart,2020-08-19,South,Texas,Houston,Men's Athletic Footwear,33,323,10659,448,Outlet,4.2
Sports Direct,2021-09-10,South,Texas,Dallas,Men's Street Footwear,30,256,7680,284,Outlet,3.7
Walmart,2020-05-02,Northeast,New York,New York,Women's Apparel,53,322,17066,478,Outlet,2.8
Sports Direct,2021-09-16,South,Texas,Dallas,Men's Street Footwear,34,256,8704,366,Outlet,4.2
West Gear,2021-02-11,West,California,San Francisco,Men's Street Footwear,40,322,12880,425,Outlet,3.3
West Gear,2021-01-22,West,California,San Francisco,Men's Apparel,59,263,15517,884,Outlet,5.7
Sports Direct,2021-09-23,South,Texas,Dallas,Men's Athletic Footwear,43,256,11008,506,Outlet,4.6
Sports Direct,2021-09-18,South,Texas,Dallas,Women's Street Footwear,33,322,10626,446,Outlet,4.2
West Gear,2021-02-05,West,California,San Francisco,Men's Street Footwear,39,263,10257,359,Outlet,3.5
Sports Direct,2021-08-30,South,Alabama,Birmingham,Women's Apparel,36,263,9468,625,Outlet,6.6
Walmart,2021-07-16,Southeast,Florida,Orlando,Men's Athletic Footwear,74,263,19462,545,Outlet,2.8
Sports Direct,2021-10-21,South,Texas,Dallas,Women's Apparel,54,256,13824,829,Outlet,6.0
Sports Direct,2021-04-17,South,Tennessee,Knoxville,Women's Street Footwear,30,322,9660,483,Outlet,5.0
West Gear,2021-06-04,West,Idaho,Boise,Men's Athletic Footwear,35,263,9205,377,Outlet,4.1
Sports Direct,2021-04-09,South,Tennessee,Knoxville,Men's Street Footwear,28,256,7168,337,Outlet,4.7
Sports Direct,2021-09-08,South,Alabama,Birmingham,Women's Street Footwear,31,322,9982,559,Outlet,5.6
Sports Direct,2021-09-06,South,Alabama,Birmingham,Men's Street Footwear,31,256,7936,421,Outlet,5.3
West Gear,2021-11-20,South,Arkansas,Little Rock,Women's Street Footwear,25,320,8000,3200,Online,40.0
Foot Locker,2021-06-18,South,Mississippi,Jackson,Men's Street Footwear,31,263,8153,359,Outlet,4.4
Foot Locker,2020-01-02,Northeast,New York,New York,Men's Athletic Footwear,36,320,11520,403,Outlet,3.5
Walmart,2021-12-16,Southeast,Florida,Orlando,Men's Athletic Footwear,55,256,14080,436,Outlet,3.1
Foot Locker,2020-03-03,Northeast,New York,New York,Women's Apparel,44,320,14080,408,Outlet,2.9
Foot Locker,2020-01-08,Northeast,New York,New York,Men's Athletic Footwear,46,261,12006,528,Online,4.4
Foot Locker,2020-03-10,Northeast,New York,New York,Men's Street Footwear,59,319,18821,1129,Online,6.0
Foot Locker,2020-02-08,Northeast,New York,New York,Women's Street Footwear,46,261,12006,564,Online,4.7
Foot Locker,2020-03-07,Northeast,New York,New York,Women's Athletic Footwear,47,261,12267,552,Online,4.5
Walmart,2020-05-07,Northeast,New York,New York,Men's Apparel,60,261,15660,673,Online,4.3
Walmart,2020-08-26,South,Texas,Houston,Women's Street Footwear,37,319,11803,531,Online,4.5
Walmart,2020-10-31,South,Texas,Houston,Women's Apparel,53,261,13833,858,Online,6.2
Foot Locker,2020-08-12,Southeast,Florida,Miami,Men's Street Footwear,43,319,13717,782,Online,5.7
Walmart,2021-07-16,Southeast,Florida,Orlando,Men's Street Footwear,83,261,21663,953,Online,4.4
Sports Direct,2021-02-17,Southeast,Virginia,Richmond,Men's Street Footwear,26,256,6656,366,Outlet,5.5
West Gear,2021-08-24,West,Oregon,Portland,Men's Street Footwear,69,256,17664,654,Outlet,3.7
West Gear,2021-08-24,West,Oregon,Portland,Men's Athletic Footwear,62,256,15872,667,Outlet,4.2
West Gear,2021-06-17,South,Louisiana,New Orleans,Men's Street Footwear,47,256,12032,566,Outlet,4.7
Foot Locker,2020-03-07,Northeast,New York,New York,Women's Athletic Footwear,38,297,11286,429,Outlet,3.8
West Gear,2021-08-17,South,Louisiana,New Orleans,Men's Athletic Footwear,57,256,14592,642,Outlet,4.4
Kohl's,2021-04-19,West,California,Los Angeles,Men's Street Footwear,36,297,10692,470,Outlet,4.4
Foot Locker,2021-01-09,Southeast,Georgia,Atlanta,Men's Athletic Footwear,30,256,7680,307,Outlet,4.0
Walmart,2021-08-17,South,Mississippi,Jackson,Men's Street Footwear,41,256,10496,472,Outlet,4.5
Walmart,2021-07-16,Southeast,Florida,Orlando,Men's Street Footwear,68,297,20196,747,Outlet,3.7
Foot Locker,2020-02-07,Northeast,New York,New York,Men's Athletic Footwear,37,296,10952,383,Outlet,3.5
Foot Locker,2020-03-06,Northeast,New York,New York,Women's Street Footwear,37,296,10952,449,Outlet,4.1
Sports Direct,2021-12-16,South,Mississippi,Jackson,Men's Street Footwear,48,256,12288,578,Outlet,4.7
Kohl's,2021-04-07,West,California,Los Angeles,Men's Street Footwear,31,248,7688,354,Outlet,4.6
Sports Direct,2020-07-26,South,Texas,Houston,Men's Athletic Footwear,33,255,8415,379,Online,4.5
Foot Locker,2021-11-18,Midwest,Missouri,St. Louis,Women's Street Footwear,25,295,7375,2581,In-store,35.0
Walmart,2020-09-05,South,Texas,Houston,Men's Street Footwear,44,255,11220,539,Online,4.8
Sports Direct,2021-09-05,South,Texas,Dallas,Men's Athletic Footwear,22,248,5456,229,Outlet,4.2
Walmart,2020-10-28,South,Texas,Houston,Women's Street Footwear,47,255,11985,587,Online,4.9
Sports Direct,2021-09-22,South,Texas,Dallas,Men's Street Footwear,34,248,8432,363,Outlet,4.31
Foot Locker,2020-03-12,Northeast,New York,New York,Women's Street Footwear,35,295,10325,434,Outlet,4.2
Sports Direct,2021-10-17,South,Texas,Dallas,Men's Athletic Footwear,39,248,9672,406,Outlet,4.2
Walmart,2020-08-17,South,Texas,Houston,Women's Apparel,32,295,9440,538,Outlet,5.7
Sports Direct,2021-05-15,South,Tennessee,Knoxville,Men's Street Footwear,39,248,9672,464,Outlet,4.8
Sports Direct,2021-09-21,South,Texas,Dallas,Women's Apparel,54,255,13770,923,Online,6.7
Sports Direct,2021-10-07,South,Alabama,Birmingham,Men's Athletic Footwear,40,248,9920,526,Outlet,5.3
Walmart,2020-08-18,South,Texas,Houston,Men's Street Footwear,28,295,8260,339,Outlet,4.1
Walmart,2020-08-24,South,Texas,Houston,Men's Street Footwear,29,295,8555,342,Outlet,4.0
Foot Locker,2020-09-24,Southeast,Florida,Miami,Men's Athletic Footwear,46,255,11730,528,Online,4.5
Walmart,2021-06-17,Southeast,Florida,Orlando,Women's Apparel,74,248,18352,863,Outlet,4.7
Sports Direct,2021-07-02,Southeast,North Carolina,Charlotte,Men's Street Footwear,60,294,17640,882,Online,5.0
West Gear,2021-01-12,Southeast,Florida,Orlando,Men's Street Footwear,41,255,10455,575,Online,5.5
Foot Locker,2021-12-23,Southeast,Virginia,Richmond,Men's Street Footwear,49,248,12152,486,Outlet,4.0
Foot Locker,2020-03-11,Northeast,New York,New York,Men's Athletic Footwear,41,318,13038,482,Outlet,3.7
Kohl's,2021-08-11,West,Wyoming,Cheyenne,Men's Street Footwear,47,255,11985,767,Online,6.4
Foot Locker,2020-02-06,Northeast,New York,New York,Men's Street Footwear,54,317,17118,1096,Online,6.4
West Gear,2021-07-10,West,Utah,Salt Lake City,Men's Street Footwear,28,248,6944,299,Outlet,4.31
Foot Locker,2021-07-23,Southeast,Virginia,Richmond,Men's Street Footwear,79,255,20145,1007,Online,5.0
Walmart,2020-04-29,Northeast,New York,New York,Women's Street Footwear,43,294,12642,531,Outlet,4.2
Foot Locker,2020-01-08,Northeast,New York,New York,Men's Athletic Footwear,39,315,12285,405,Outlet,3.3
West Gear,2021-08-11,West,Utah,Salt Lake City,Men's Street Footwear,27,248,6696,315,Outlet,4.7
Sports Direct,2021-12-15,Midwest,Michigan,Detroit,Men's Street Footwear,55,255,14025,856,Online,6.1
Walmart,2020-08-29,South,Texas,Houston,Women's Apparel,47,293,13771,868,Online,6.3
West Gear,2021-06-17,South,Louisiana,New Orleans,Women's Apparel,80,248,19840,813,Outlet,4.1
West Gear,2021-02-11,West,California,San Francisco,Men's Street Footwear,51,293,14943,598,Online,4.0
West Gear,2021-07-16,South,Louisiana,New Orleans,Men's Athletic Footwear,67,248,16616,764,Outlet,4.6
West Gear,2021-07-23,West,Oregon,Portland,Men's Street Footwear,79,255,20145,967,Online,4.8
Foot Locker,2020-01-24,Northeast,New York,New York,Women's Apparel,48,290,13920,529,Online,3.8
West Gear,2021-12-16,South,Louisiana,New Orleans,Men's Athletic Footwear,52,248,12896,567,Outlet,4.4
West Gear,2021-06-04,West,Idaho,Boise,Women's Apparel,39,248,9672,532,Outlet,5.5
Foot Locker,2020-03-03,Northeast,New York,New York,Women's Apparel,59,290,17110,616,Online,3.6
West Gear,2021-08-17,South,Louisiana,New Orleans,Men's Street Footwear,86,255,21930,1118,Online,5.1
Kohl's,2021-07-25,West,New Mexico,Albuquerque,Men's Street Footwear,41,248,10168,397,Outlet,3.9
Sports Direct,2020-07-25,South,Texas,Houston,Men's Street Footwear,20,255,5100,209,Outlet,4.1
Foot Locker,2021-02-07,Southeast,Georgia,Atlanta,Women's Street Footwear,21,248,5208,156,Outlet,3.0
Walmart,2020-09-06,South,Texas,Houston,Men's Athletic Footwear,32,255,8160,302,Outlet,3.7
Walmart,2020-04-18,Northeast,New York,New York,Women's Apparel,62,290,17980,665,Online,3.7
Foot Locker,2020-01-04,Northeast,New York,New York,Women's Athletic Footwear,41,247,10127,466,Online,4.6
Walmart,2020-09-13,South,Texas,Houston,Women's Street Footwear,39,255,9945,368,Outlet,3.7
Walmart,2020-04-26,Northeast,New York,New York,Women's Apparel,68,290,19720,749,Online,3.8
Foot Locker,2020-01-27,Northeast,New York,New York,Women's Street Footwear,39,247,9633,472,Online,4.9
West Gear,2021-01-21,West,California,San Francisco,Women's Athletic Footwear,52,255,13260,451,Outlet,3.4
Walmart,2020-07-18,Northeast,New York,New York,Women's Apparel,68,290,19720,690,Online,3.5
Foot Locker,2020-03-12,Northeast,New York,New York,Women's Street Footwear,46,247,11362,511,Online,4.5
West Gear,2020-04-24,Southeast,Florida,Miami,Men's Street Footwear,55,290,15950,941,Online,5.9
Walmart,2020-10-25,South,Texas,Houston,Women's Apparel,51,247,12597,781,Online,6.2
Foot Locker,2021-12-05,Southeast,South Carolina,Charleston,Men's Street Footwear,67,290,19430,1166,Online,6.0
Kohl's,2021-05-08,West,California,Los Angeles,Men's Athletic Footwear,50,247,12350,457,Online,3.7
Foot Locker,2020-01-26,Northeast,New York,New York,Men's Athletic Footwear,35,315,11025,397,Outlet,3.6
Foot Locker,2020-08-11,Southeast,Florida,Miami,Women's Apparel,41,247,10127,628,Online,6.2
Walmart,2021-08-17,Southeast,Florida,Orlando,Men's Street Footwear,68,255,17340,624,Outlet,3.6
Foot Locker,2020-02-01,Northeast,New York,New York,Men's Athletic Footwear,35,315,11025,364,Outlet,3.3
West Gear,2021-07-08,Northeast,New York,Albany,Men's Street Footwear,59,247,14573,802,Online,5.5
West Gear,2021-08-17,South,Louisiana,New Orleans,Men's Street Footwear,73,255,18615,875,Outlet,4.7
Foot Locker,2020-02-02,Northeast,New York,New York,Women's Street Footwear,28,315,8820,335,Outlet,3.8
Kohl's,2021-06-12,West,Wyoming,Cheyenne,Men's Street Footwear,46,247,11362,716,Online,6.3
Foot Locker,2021-08-08,West,Idaho,Boise,Men's Athletic Footwear,37,255,9435,406,Outlet,4.3
West Gear,2020-11-09,West,California,San Francisco,Women's Street Footwear,40,247,9880,405,Outlet,4.1
Walmart,2020-05-01,Northeast,New York,New York,Men's Apparel,64,254,16256,683,Online,4.2
Walmart,2020-04-21,Northeast,New York,New York,Women's Street Footwear,36,315,11340,442,Outlet,3.9
West Gear,2021-01-15,West,California,San Francisco,Women's Athletic Footwear,46,247,11362,409,Outlet,3.6
Sports Direct,2020-07-31,South,Texas,Houston,Men's Street Footwear,29,254,7366,331,Online,4.49
Walmart,2020-04-23,Northeast,New York,New York,Men's Apparel,44,315,13860,513,Outlet,3.7
West Gear,2021-01-27,West,California,San Francisco,Women's Athletic Footwear,39,247,9633,260,Outlet,2.7
Sports Direct,2021-09-18,South,Texas,Dallas,Women's Street Footwear,44,254,11176,615,Online,5.5
Walmart,2020-08-12,South,Texas,Houston,Men's Street Footwear,24,315,7560,295,Outlet,3.9
West Gear,2021-02-07,West,California,San Francisco,Women's Street Footwear,40,247,9880,336,Outlet,3.4
Sports Direct,2021-04-03,South,Tennessee,Knoxville,Men's Street Footwear,12,247,2964,133,Outlet,4.49
West Gear,2021-05-05,West,Idaho,Boise,Men's Athletic Footwear,22,247,5434,223,Outlet,4.1
Sports Direct,2020-05-24,Southeast,Florida,Miami,Men's Athletic Footwear,51,254,12954,609,Online,4.7
Walmart,2020-09-07,South,Texas,Houston,Women's Street Footwear,36,315,11340,431,Outlet,3.8
Foot Locker,2021-01-09,Southeast,Georgia,Atlanta,Men's Apparel,35,247,8645,337,Outlet,3.9
Foot Locker,2021-02-07,Southeast,Georgia,Atlanta,Men's Athletic Footwear,27,247,6669,253,Outlet,3.79
Sports Direct,2021-09-08,South,Alabama,Birmingham,Women's Street Footwear,41,254,10414,656,Online,6.3
Kohl's,2021-03-10,West,Wyoming,Cheyenne,Men's Street Footwear,38,246,9348,561,Online,6.0
Foot Locker,2020-01-29,Northeast,New York,New York,Men's Apparel,43,289,12427,398,Outlet,3.2
West Gear,2020-12-27,West,California,San Francisco,Women's Street Footwear,46,254,11684,456,Outlet,3.9
Kohl's,2021-05-10,West,Wyoming,Cheyenne,Men's Street Footwear,45,246,11070,720,Online,6.5
West Gear,2021-01-23,West,California,San Francisco,Women's Apparel,60,254,15240,335,Outlet,2.2
Sports Direct,2021-05-02,Southeast,North Carolina,Charlotte,Men's Street Footwear,41,246,10086,555,Online,5.5
Sports Direct,2021-09-30,South,Texas,Dallas,Women's Street Footwear,47,254,11938,537,Outlet,4.5
Kohl's,2021-11-20,South,Oklahoma,Oklahoma City,Women's Street Footwear,25,245,6125,2450,Online,40.0
Foot Locker,2020-02-03,Northeast,New York,New York,Women's Athletic Footwear,31,289,8959,331,Outlet,3.69
Foot Locker,2020-02-09,Northeast,New York,New York,Women's Athletic Footwear,33,289,9537,381,Outlet,3.99
West Gear,2021-11-03,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,35,245,8575,2573,In-store,30.01
Foot Locker,2020-02-02,Northeast,New York,New York,Women's Street Footwear,39,252,9828,491,Online,5.0
Walmart,2020-04-25,Northeast,New York,New York,Men's Apparel,51,289,14739,472,Outlet,3.2
Foot Locker,2020-02-10,Northeast,New York,New York,Men's Apparel,59,245,14455,650,Online,4.5
Foot Locker,2020-03-08,Northeast,New York,New York,Men's Apparel,55,252,13860,624,Online,4.5
Sports Direct,2020-07-26,South,Texas,Houston,Men's Athletic Footwear,23,289,6647,279,Outlet,4.2
West Gear,2021-01-13,West,California,San Francisco,Men's Athletic Footwear,59,245,14455,491,Online,3.4
Walmart,2020-10-25,South,Texas,Houston,Women's Apparel,44,289,12716,725,Outlet,5.7
Sports Direct,2021-09-05,South,Alabama,Birmingham,Women's Apparel,50,245,12250,882,Online,7.2
West Gear,2021-12-08,Northeast,New York,Albany,Men's Street Footwear,59,245,14455,838,Online,5.8
